quote,author,theme/tag,source,position,region,decade,gender
"Steve Jobs 1982, interview in  InfoWorld  March 4, 1982,  p.15 books.google",Steve Jobs,risk,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Unfortunately, people are not rebelling against Microsoft. They don’t know any better.",Steve Jobs,success,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"People say sometimes, ""You work in the fastest-moving industry in the world."" I don't feel that way. I think I work in one of the slowest. It seems to take forever to get anything done. All of the graphical-user interface stuff that we did with the Macintosh was pioneered at Xerox PARC [the company's legendary Palo Alto Research Center] and with Doug Engelbart at SRI [a future-oriented think tank at Stanford] in the mid-'70s. And here we are, just about the mid-'90s, and it's kind of commonplace now. But it's about a 10-to-20-year lag. That's a long time.",Steve Jobs,leadership,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Technology is nothing. What's important is that you have a faith in people, that they're basically good and smart, and if you give them tools, they'll do wonderful things with them. It's not the tools that you have faith in — tools are just tools. They work, or they don't work. It's people you have faith in or not. Yeah, sure, I'm still optimistic I mean, I get pessimistic sometimes but not for long. …  The world's clearly a better place. Individuals can now do things that only large groups of people with lots of money could do before.  What that means is, we have much more opportunity for people to get to the marketplace — not just the marketplace of commerce but the marketplace of ideas. The marketplace of publications, the marketplace of public policy. You name it. We've given individuals and small groups equally powerful tools to what the largest, most heavily funded organizations in the world have. And that trend is going to continue. You can buy for under $10,000 today a computer that is just as powerful, basically, as one anyone in the world can get their hands on.",Steve Jobs,success,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Microsoft  has had two goals. One was to copy the Mac and the other was to copy Lotus' success in the spreadsheet. And over the course of the last 10 years, Microsoft accomplished both of those goals. And now they are completely lost.   They were able to copy the Mac because the Mac was frozen in time. The Mac didn't change much for the last 10 years. It changed maybe 10 percent. It was a sitting duck. It's amazing that it took Microsoft 10 years to copy something that was a sitting duck. Apple, unfortunately, doesn't deserve too much sympathy. They invested hundreds and hundreds of millions of dollars into R&D, but very little came out. They produced almost no new innovation since the original Mac itself.",Steve Jobs,success,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
As quoted in  Apple Confidential 2.0: The Definitive History of the World's Most Colorful Company  (2004) by Owen W. Linzmayer,Steve Jobs,leadership,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"On how Apple is the largest developer for Microsoft Windows due to the popularity of its iTunes software, at the  All Things Digital Conference 5 (30 May 2007) , on stage with  Bill Gates ,  Kara Swisher  and  Walter Mossberg .",Steve Jobs,success,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Apple Inc. ""Think different"" advertising company.",Steve Jobs,leadership,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"On the plans for  Apple Computer, Inc.  to begin using  Intel  processors in its  Macintosh  computers during 2006 and 2007. About twenty two minutes into his address. Rumors of such plans had existed for years, but had been growing more credible and prolific for about a week before his announcement.",Steve Jobs,risk,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Now, I have something to tell you today. Mac OS X has been leading a secret double life — for the past five years. There have been rumors to this effect... but this is Apple's campus in Cupertino — let's zoom in on it — in that building right there... we've had teams doing the ""just-in-case"" scenario; and our rules have been that our designs for OS X  must  be processor independent, and that  every  project must be built for  both  the Power PC and Intel processors. And so today for the first time, I can confirm the rumors that every release of OS X has been compiled for both Power PC and Intel — this has been going on for the last five years. Just in case.",Steve Jobs,success,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"So Mac OS X is cross-platform  by design,  right from the very beginning. So Mac OS X is singing on Intel processors, and I'd just like to show you right now. As a matter of fact... this system I've been using here... Let go have a look... [reveals that the system he had been using for the presentation was running Mac OS X 10.4.1 on a machine using a 3.6 GHz  Pentium 4  processor] So.. we've been running on an Intel machine all morning.",Steve Jobs,leadership,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"We intend to release  Leopard  at the end of 2006 or early 2007, right around the time when Microsoft is expected to release  Longhorn .",Steve Jobs,risk,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"I decided to take a calligraphy class to learn [the art of decorative or hand lettering]. I learned about serif and sans-serif typefaces, about varying the space between different letter combinations, about what makes great typography great. It was beautiful. Historical. Artistically subtle in a way that science can't capture. And I found it fascinating. None of this had any hope of any practical application in my life. But 10 years later, when we were designing the first Macintosh computer, it all came back to me. And we designed it all into the Mac. It was the first computer with beautiful typography. If I had never dropped in on that single course in college, the Mac would never have multiple typefaces or proportionally spaced fonts. And since Windows just copied the Mac, it's likely that no personal computer would have them.",Steve Jobs,failure,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Again,  you can't connect the dots looking forward; you can only connect them looking backwards. So you have to trust that the dots will somehow connect in your future. You have to trust in something — your gut, destiny, life, karma, whatever. Because believing that the dots will connect down the road will give you the confidence to follow your heart even when it leads you off the well-worn path and that will make all the difference.",Steve Jobs,risk,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"I didn't see it then, but it turned out that getting fired from Apple was the best thing that could have ever happened to me.  The heaviness of being successful was replaced by the lightness of being a beginner again, less sure about everything. It freed me to enter one of the most creative periods of my life.",Steve Jobs,failure,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Sometimes life hits you in the head with a brick. Don’t lose faith.  I’m convinced that the only thing that kept me going was that I loved what I did.  You’ve got to find what you love. And that is as true for your work as it is for your lovers. Your work is going to fill a large part of your life, and the only way to be truly satisfied is to do what you believe is great work. And the only way to do great work is to love what you do. If you haven't found it yet, keep looking. Don't settle. As with all matters of the heart, you'll know when you find it. And, like any great relationship, it just gets better and better as the years roll on. So keep looking. Don’t settle.",Steve Jobs,risk,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"The original version of the ""live each day"" quote goes back at least to 1980, when the film  Breaker Morant  featured the following version (see the transcript  here ): ""Live every day as if it were going to be your last. One day, you're sure to be right.",Steve Jobs,success,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Remembering that I'll be dead soon is the most important tool I've ever encountered to help me make the big choices in life.  Because almost everything —  all external expectations, all pride, all fear of embarrassment or failure  — these things just  fall away in the face of death, leaving only what is truly important. Remembering that you are going to die is the best way I know to avoid the trap of thinking you have something to lose. You are already naked. There is no reason not to follow your heart.",Steve Jobs,risk,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"No one wants to die.  Even people who want to go to heaven don’t want to die to get there.  And yet death is the destination we all share. No one has ever escaped it. And that is as it should be, because Death is very likely the single best invention of Life. It is Life’s change agent. It clears out the old to make way for the new. Right now the new is you, but someday not too long from now, you will gradually become the old and be cleared away.  Sorry to be so dramatic, but it is quite true.",Steve Jobs,risk,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Your time is limited, so don't waste it living someone else's life. Don't be trapped by dogma — which is living with the results of other people's thinking. Don't let the noise of others' opinions drown out your own inner voice. And most important, have the courage to follow your heart and intuition. They somehow already know what you truly want to become. Everything else is secondary.",Steve Jobs,success,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"When I was young, there was an amazing publication called  The Whole Earth Catalog , which was one of the bibles of my generation. It was created by a fellow named Stewart Brand  not far from here in Menlo Park, and he brought it to life with his poetic touch. This was in the late 1960's, before personal computers and desktop publishing, so it was all made with typewriters, scissors, and Polaroid cameras. It was sort of like Google in paperback form, 35 years before Google came along: it was idealistic, and overflowing with neat tools and great notions.  Stewart and his team put out several issues of The Whole Earth Catalog, and then when it had run its course, they put out a final issue.  It was the mid-1970s, and I was your age. On the back cover of their final issue was a photograph of an early morning country road, the kind you might find yourself hitchhiking on if you were so adventurous. Beneath it were the words:  ""Stay Hungry. Stay Foolish."" It was their farewell message as they signed off. Stay Hungry. Stay Foolish. And I have always wished that for myself. And now, as you graduate to begin anew, I wish that for you. Stay Hungry. Stay Foolish.",Steve Jobs,failure,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"We’ve got a great week plan for you. You know, this year we’ve got 42 hundred registered attendees.  This is the largest WWDC ever so thank you very much for making this a record event for us.",Steve Jobs,success,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
There are folks here from 48 different countries.,Steve Jobs,leadership,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
If you have a chance to go to New York I really encourage to go visit the store.  This is one of the fifty-seven we now have.,Steve Jobs,success,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
Last quarter alone  we hosted 17 million visitors throughout our stores.,Steve Jobs,leadership,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Last quarter, we had our best Mac quarter ever.  We shipped 1.33 million Macs last quarter.  We are really, really happy about this, but even better, was the growth rate because  the growth rate was dramatically faster than the rest of the industry which means we are gaining market share.",Steve Jobs,failure,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
Every once in a while a revolutionary product comes along that changes everything. It's very fortunate if you can work on just one of these in your career. … Apple's been very fortunate in that it's introduced a few of these.,Steve Jobs,success,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Well, what we're going to do is get rid of all these buttons, and just make a giant screen—a giant screen. Now, how are we going to communicate (with) this? We don't want to carry around a mouse, right? So what are we going to do? Oh, a stylus, right? We're going to use a stylus. No. —No.  Who wants a stylus? You have to get them and put them away and you lose them. Yuck! Nobody wants a stylus.  So let's not use a stylus.",Steve Jobs,risk,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
Most people don’t have very many numbers in their address book they use their recents as their address book. Right? How many of you do that? I bet more than a few.,Steve Jobs,motivation,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"As quoted in  Steve Jobs  (2011) by  Walter Isaacson , p. 123",Steve Jobs,risk,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"As quoted in  Steve Jobs  (2011) by  Walter Isaacson , p. 254",Steve Jobs,risk,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"As quoted in  Steve Jobs  (2011) by  Walter Isaacson , p. 570",Steve Jobs,risk,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Last words (5 October 2011), as reported by his sister Mona Simpson in her eulogy for her brother on 16 October 2011, at his memorial service at the Memorial Church of Stanford University; presented in the  New York Times (30 October 2011)  (The words were capitalized in the text.) According to Ms. Simpson, these words were spoken hours before his death, and after ""he’d looked at his sister Patty, then for a long time at his children, then at his life’s partner, Laurene, and then over their shoulders past them.",Steve Jobs,risk,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"This favorite phrase of Jobs is from the final edition of the  Whole Earth Catalog , entitled  Whole Earth Epilog  (1974), as he acknowledged in his  2005 Stanford Commencement Address .",Steve Jobs,leadership,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"This is a favorite phrase of Jobs, but he is (mis)quoting  Pablo Picasso . ""Lesser artists borrow; great artists steal"" is similarly attributed to  Igor Stravinsky , but both sayings may well originate in  T. S. Eliot 's  dictum : ""Immature poets imitate; mature poets steal; bad poets deface what they take, and good poets make it into something better, or at least something different. The good poet welds his theft into a whole of feeling which is unique, utterly different than that from which it is torn.",Steve Jobs,failure,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"This has appeared rather prominently on the internet, usually without indications of a source, and is often attributed to Jobs, but it was actually part of the comedy routines of  Emo Philips , who used ""giggles"" rather than ""laughs"" on his comedy album  Emo .",Steve Jobs,success,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Commonly quoted but merely appears in the film ""Jobs."" But probably not based on a real source?",Steve Jobs,leadership,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Man at audience microphone: Mr. Jobs, you're a bright and influential man.",Steve Jobs,success,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
Jobs: Here it comes [ audience laughter ].,Steve Jobs,leadership,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Man at the audience microphone: It's sad and clear that on several counts you've discussed you don't know what you're talking about. I would like, for example, for you to express in clear terms, how, say Java, in any of its incarnations, expresses the ideas embodied in OpenDoc. And when you've finished with that, perhaps you could tell us what you personally have been doing for the last seven years.",Steve Jobs,failure,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"At the 1997 Worldwide Developers Conference at the San Jose Convention Center in San Jose, CA.",Steve Jobs,leadership,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"While Mr. Jobs's stated positions on management techniques are all quite noble and worthy, in practice he is a dreadful manager.",Steve Jobs,leadership,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"I have always liked Steve personally, but I have found it impossible to work for him and retain much enjoyment in my work.",Steve Jobs,risk,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Jobs regularly misses appointments. This is so well-known as to be almost a running joke. It's not funny, hurts Apple's image when he does it to outsiders, and wastes our time and energy when it is done to another employee.",Steve Jobs,leadership,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
He acts without thinking and with bad judgment.,Steve Jobs,success,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
He does not give credit where due. This is an especially damaging trait in a company that depends on innovation for its surival.,Steve Jobs,leadership,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Very often, when told of a new idea, he will immediately attack it and say that it is worthless or even stupid, and tell you that it was a waste of time to work on it. This alone is bad management, but if the idea was a good one he will soon be telling people about it as though it was his own.",Steve Jobs,risk,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Jobs also has favorites, who can do no wrong--and others can do no right. He will uncritically dismiss an idea saying: ""Oh, that's X's idea. His ideas aren't worth anything.",Steve Jobs,leadership,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Jef Raskin , in a memo to Apple CEO Mike Scott dated Feb. 19, 1981, quoted in  Steve Jobs: The Journey is the Reward",Steve Jobs,risk,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Bill Gates , in  Newsweek  (31 January 2007)  ""Finally, Vista Makes Its Debut. Now What?""  by Steven Levy",Steve Jobs,success,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Steve Blank , interview with  Harvard Business Review    , 3 August 2017.",Steve Jobs,risk,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
Vulture : Were you always interested in Steve Jobs?,Steve Jobs,risk,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Aaron Sorkin : My point is that Steve could make these products and make them likable, slip them under the door, and people would slip back a tray of food. It worked. He was right. That cult of Apple, this love for Steve — when he died, I was overwhelmed by the eulogizing, which I hadn’t seen since  John Lennon . I’ll be honest with you, I didn’t really understand it, even though I was asked to eulogize him for Time magazine and accepted. But I thought, There’s something I’m not getting here, but plainly I should — I’ve missed something.",Steve Jobs,success,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Bill Gates : Jobs was a genius, what he did, particularly when he came back to Apple... no one else could do what he did there. I couldn’t have done that. He was such a wizard at over-motivating people — I was a minor wizard so I couldn’t fall under his spell — but I could see him casting the spell. I was so jealous.",Steve Jobs,success,Wikiquote – Steve Jobs,Entrepreneur,North America,2000s,male
"Interview with Dennis Bathory-Kitsz in  80 Microcomputing  (1980)  Clips from the interview can be found on  ""No Money (Lullaby for Bill)""  by  Dennis Báthory-Kitsz.",Bill Gates,risk,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
1989 speech on the history of the microcomputer industry.,Bill Gates,leadership,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Challenges and Strategy "" (16 May 1991). Note that this quotation has been paired with a  misattributed quotation .",Bill Gates,motivation,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Bill Gates Interview: Winner of the 1993 Price Waterhouse Leadership Award for Lifetime Achievement, Computerworld Smithsonian Awards . National museum of American history - Smithsonian Institution (1993). Archived from  the original  on  May 10, 2008 . Retrieved on October 8, 2014.",Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Time  magazine Vol. 149, No. 2 (13 January 1997)",Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
.NET Briefing Day Speech (24 July 2002),Bill Gates,leadership,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
On Blu-ray.  interview  The Daily Princetonian  (14 Oct 2005),Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"On his use of YouTube to watch videos. ""Bill Gates on ...the Competition"" in  The Wall Street Journal  (19 June 2006); also quoted in  ""Bill Gates' piracy confession""  at  ComputerWorld.com",Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Interview with Steven Levy in  Newsweek  (31 January 2007)  ""Finally, Vista Makes Its Debut. Now What?",Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Bill Gates Joins the iPad's Army of Critics. Steve Jobs Couldn't Care Less.""  CBS MoneyWatch  (11 February 2010)",Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"The next outbreak? We're not ready | Bill Gates"", TED talk (3 April 2015)  ·  Transcript",Bill Gates,failure,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"From  ""Gates to double investment in renewable energy projects: Microsoft co-founder takes interest in new areas of research like in solar, high wind and new nuclear.""   Financial Times.  Article by Christopher Adams and John Thornhill. (June 25, 2015)",Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"As quoted in   ""Bill Gates slams U.S. on Covid: Most governments listen to their scientists, not attack them"" (14 October 2020)",Bill Gates,leadership,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"As quoted in  ""Coronavirus: Bill Gates describes what we did wrong, and how to do better"" by Lisa M. Krieger,  The Mercury News  (21 October 2020)",Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Bill Gates says Texas Gov. Greg Abbott's explanation for power outages is 'actually wrong "" (February 17, 2021)",Bill Gates,failure,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Seth Borenstein, Fatima Hussein and The Associated Press. "" Bill Gates sees 'a lot of climate exaggeration' out there: 'The climate is not the end of the planet. So the planet is going to be fine' "", fortune.com, 20 September 2023.",Bill Gates,leadership,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Bill Gates"", on What Now? with Trevor Noah, found on DeepCast  (21 November 2023)",Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Bill Gates, Dec 04, 2024, quoted in  Bill Gates courts controversy for calling 'India a kind of laboratory to try things'. The Economic Times",Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Speaking to the Financial Times about  Elon Musk  and the cuts made to USAID by the  Department of Government Efficiency .  Bill Gates to give away $200 billion by 2045, says Musk is ""killing"" world's poorest children  Reuters. May 9, 2025",Bill Gates,failure,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Bill Gates blog post, May 8, 2025 as quoted by the BBC  Bill Gates plans to give away most of his fortune by 2045  BBC News. May 9, 2025",Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"One of the best things I read was an 1889 essay by Andrew Carnegie called The Gospel of Wealth. It makes the case that the wealthy have a responsibility to return their resources to society, a radical idea at the time that laid the groundwork for philanthropy as we know it today.",Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"The best way to prepare [to be a programmer] is to write programs, and to study great programs that other people have written. In my case, I went to the garbage cans at the Computer Science Center and fished out listings of their operating system.",Bill Gates,failure,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"You've got to be willing to read other people's code, and then write your own, then have other people review your code. You've got to want to be in this incredible feedback loop where you get the world-class people to tell you what you're doing wrong...",Bill Gates,leadership,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"The finest pieces of software are those where one individual has a complete sense of exactly how the program works. To have that, you have to really love the program and concentrate on keeping it simple, to an incredible degree.",Bill Gates,motivation,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"We're no longer in the days where everything is super well crafted. But at the heart of the programs that make it to the top, you'll find that the key internal code was done by a few people who really know what they were doing.",Bill Gates,failure,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Unfortunately, many programs are so big that there is no one individual who really knows all the pieces, and so the amount of code sharing you get isn't as great. Also, the opportunity to go back and really rewrite something isn't quite as great, because there's always a new set of features that you're adding on to the same program.",Bill Gates,failure,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"The worst programs are the ones where the programmers doing the original work don't lay a solid foundation, and then they're not involved in the program in the future.",Bill Gates,failure,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Programs today get very fat; the enhancements tend to slow the programs down because people put in special checks. When they want to add some feature, they'll just stick in these checks without thinking how they might slow the thing down.",Bill Gates,motivation,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Before Paul and I started the company, we had been involved in some large-scale software projects that were real disasters. They just kept pouring people in, and nobody knew how they were going to stabilize the project. We swore to ourselves that we would do better.",Bill Gates,failure,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
Success is a lousy teacher. It seduces smart people into thinking they can't lose.,Bill Gates,failure,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"p. 265 in hardcover edition, corrected in paperback",Bill Gates,leadership,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"One of the wonderful things about the information highway is that virtual equity is far easier to achieve than real-world equity...We are all created equal in the virtual world and we can use this equality to help address some of the sociological problems that society has yet to solve in the physical world,",Bill Gates,failure,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Bill Gates visits Nigeria""  polioeradication.org  (04 February 2009)",Bill Gates,risk,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Gates, others pledge $630 million to beat polio""  Investing.com  (21 January 2009)",Bill Gates,motivation,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"First we've got population. Now, the world today has 6.8 billion people. That's headed up to about nine billion. Now, if we do a really great job on new vaccines, health care, reproductive health services, we could lower that (forecast) by, perhaps, 10 or 15 percent, but there we see an increase of about 1.3 (per year).",Bill Gates,leadership,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Response when he was asked whether he believed in God, at  his interview with  Rolling Stone  magazine . March 27, 2014.",Bill Gates,risk,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
dumbfounded by how poorly the United States has responded to   COVID-19 pandemic  according to  Bill Gates slams 'shocking' U.S. response to Covid-19 pandemic  September 14,Bill Gates,risk,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Remarks at COMDEX (November 1994), attributed in  Kommunikation erstatter transport  (2009) by Karl Krarup et al.",Bill Gates,leadership,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Though widely attributed to Gates on the internet, this list of life suggestions is actually based on one from Charles J. Sykes.  More information at  Snopes.com",Bill Gates,risk,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Often attributed to Gates in 1981. Gates considered the  IBM PC's 640 KB program memory  a significant breakthrough over  8-bit  systems that were typically limited to 64 KB, but he has denied  making this remark. Also see the  1989  and  1993  remarks above.",Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Gates (19 January 1996), "" Career Opportunities in Computing—and More "".  Bloomberg Business News",Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Gates talks"" . U.S. News & World Report. August 20, 2001 . Retrieved on October 8, 2014 .",Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Cited to ""Challenges and Strategy"" (16 May 1991) via Fred Warshofsky (1994),  The Patent Wars . This is a misreading of Warshofsky's text; the quotation is actually from  League for Programming Freedom  (1991), "" Against Software Patents ."" An example of the misattribution appears in Lawrence Lessig (2001),  The future of ideas .",Bill Gates,risk,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Sometimes quoted with ""difficult"" instead of ""hard"".",Bill Gates,risk,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"A similar thought was expressed by automobile executive Clarence Bleicher in 1947 (before Bill Gates was born):  ""if you get a tough job, one that is hard, and you haven't got a way to make it easy, put a lazy man on it, and after 10 days he will have an easy way to do it"". [ 1 ]",Bill Gates,failure,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Quoted in various publications, without any further sourcing. The quote is dubious in view of the Gates Foundation's public mission, ""to lift people out of hunger and extreme poverty."" Gates was born to an affluent family.",Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Warren Buffett , in lecture at Kenan-Flagler Business School, University of North Carolina at Chapel Hill. (1994);  Warren Buffett Talks Business  VHS (1995) by The University of North Carolina Center for Public Television.",Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Gary Kildall on the selection of Gates to give the keynote at the anniversary of the University of Washington computer science program. This perceived insult prompted Kildall to write his memoir.   ""The Man Who Could Have Been Bill Gates"" in  Business Week  (24 October 2004)",Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Gary Kildall , in notes for an unpublished memoir  Computer Connections .",Bill Gates,leadership,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Vandana Shiva   Oneness vs. the 1%: Shattering Illusions, Seeding Freedom  (2018)",Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Mark Weisbrot ,  If you could save a million lives, would you  do it? ,   The Hill  (1 October 2020)",Bill Gates,risk,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"The Economist  (to cause the newspaper to speak with one voice,  The Economist  does not list author bylines for individual articles), from  ""Bill Gates has a plan to save the world: Tackling climate change, he says, requires governments and business to work together.""  (February 18, 2021)",Bill Gates,leadership,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"Speeches of Bill Gates at Microsoft.com  (Internet Archive version from August 18, 2015)",Bill Gates,success,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
↑   http://quoteinvestigator.com/2014/02/26/lazy-job/,Bill Gates,leadership,Wikiquote – Bill Gates,Entrepreneur,North America,2000s,male
"On being acquitted of violating Texas'  food libel laws  in  Texas Beef Group v. Winfrey  over her ""Dangerous Food"" episode of  The Oprah Winfrey Show  (April 11, 1996), as quoted in  ""Oprah: 'Free speech rocks' "" in  CNN  (February 26, 1998)",Oprah Winfrey,risk,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
"As quoted in  The Money Adventure  (1998) by Egbert Sukop, p. 128",Oprah Winfrey,success,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
"After  Barack Obama 's 2004 speech at the Democratic convention, as quoted in  ""Man of the Moment"" at Oprah.com (January 19, 2005)",Oprah Winfrey,leadership,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
"O Magazine  (January 2007), pp. 160, 217",Oprah Winfrey,success,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
"As quoted in  Oprah, in Her Words : Our American Princess  (2008) by Tuchy Palmieri, p. 71",Oprah Winfrey,success,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
"in response to endurance swimmer Diana Nyad saying she can ""weep with the beauty of this universe and be moved by all of humanity"".",Oprah Winfrey,risk,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
"I know where my lane is, and I know how to stay in my lane. My lane is evolving the consciousness of people.",Oprah Winfrey,success,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
"The thing that I do best is ""Be Here. Be Now"".",Oprah Winfrey,leadership,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
[Contradicting an assertion from  Angela Davis ] Small steps lead to big accomplishments.,Oprah Winfrey,success,Wikiquote – Oprah Winfrey,TV Host,North America,2000s,female
